case_id,reference_url,report_date,state,title,summary,amount_lost,scam_category,case_status,confidence_score,state
#0435,https://example.com/news/1035,1/5/2025,George Town,Government hotline established for scam reporting,This is a summary for Government hotline established for scam reporting.,0,Prevention,legit,0,George Town
#0436,https://example.com/news/1036,1/28/2025,Kota Kinabalu,Singapore and Malaysia collaborate to combat cross-border scams,This is a summary for Singapore and Malaysia collaborate to combat cross-border scams.,0,Prevention,legit,0,Kota Kinabalu
#0437,https://example.com/news/1037,8/7/2024,Kuala Lumpur,Public reminded to update security software regularly to prevent scams,This is a summary for Public reminded to update security software regularly to prevent scams.,0,Prevention,legit,0,Kuala Lumpur
#0438,https://example.com/news/1038,5/26/2024,Shah Alam,Regional cooperation strengthened to fight cyber scams,This is a summary for Regional cooperation strengthened to fight cyber scams.,0,Awareness,legit,0,Shah Alam
#0439,https://example.com/news/1039,11/27/2024,Shah Alam,Education minister announces inclusion of scam awareness in school curriculum,This is a summary for Education minister announces inclusion of scam awareness in school curriculum.,0,Prevention,legit,0,Shah Alam
#0440,http://example.com/news/article/1,1/15/2024,Kuala Lumpur,Police Uncover New Modus Operandi in Phishing Scams,Authorities report a new tactic used by scammers involving fake delivery notifications to steal personal banking information.,0,News & Reporting,legit,0,Kuala Lumpur
#0441,http://example.com/news/article/2,1/22/2024,George Town,Cybersecurity Firm Releases Annual Threat Report,A leading cybersecurity firm's report highlights a 40% increase in ransomware attacks targeting small businesses.,0,News & Reporting,legit,0,George Town
#0442,http://example.com/news/article/3,2/5/2024,Johor Bahru,State-wide Campaign Launched to Educate Seniors on Online Fraud,The Johor state government initiates a public awareness campaign to protect the elderly from common online scams.,0,News & Reporting,legit,0,Johor Bahru
#0443,http://example.com/news/article/4,2/18/2024,Ipoh,Increase in 'Love Scam' Cases Sparks Public Warning,Police issue a warning about a rise in romance scams originating from social media platforms ahead of Valentine's Day.,0,News & Reporting,legit,0,Ipoh
#0444,http://example.com/news/article/5,3/10/2024,Kuching,BNM Introduces New Security Measures for Online Banking,Bank Negara Malaysia announces mandatory new security protocols for all commercial banks to combat financial fraud.,0,News & Reporting,legit,0,Kuching
#0445,http://example.com/news/article/6,3/25/2024,Kota Kinabalu,Analysis: The Psychology Behind Investment Scams,A financial analyst explains the psychological tactics used by scammers to lure victims into fraudulent investment schemes.,0,News & Reporting,legit,0,Kota Kinabalu
#0446,http://example.com/news/article/7,4/2/2024,Shah Alam,Tech Giant's AI Tool Helps Detect Scam Calls,A major tech company rolls out an AI-powered feature on its smartphones to automatically screen and flag potential scam calls.,0,News & Reporting,legit,0,Shah Alam
#0447,http://example.com/news/article/8,4/19/2024,Melaka,How to Spot a Fake Job Advertisement Online,A career portal provides a comprehensive guide on identifying fraudulent job postings designed to harvest personal data.,0,News & Reporting,legit,0,Melaka
#0448,http://example.com/news/article/9,5/11/2023,Petaling Jaya,Community Watch Program Credited with Reducing Local Scams,A local community initiative in Petaling Jaya is praised for successfully lowering the rate of parcel and delivery scams.,0,News & Reporting,legit,0,Petaling Jaya
#0449,http://example.com/news/article/10,5/28/2023,Kuantan,Government Task Force to Tackle Telegram-Based Scams,A special government task force is formed to investigate and dismantle scam syndicates operating through the Telegram app.,0,News & Reporting,legit,0,Kuantan
#0450,http://example.com/news/article/11,6/7/2023,Alor Setar,Expert Warns of QR Code Phishing (Quishing) Dangers,A cybersecurity expert warns the public about the emerging threat of 'quishing,,Kedah,legit,0,Alor Setar
#0451,http://example.com/news/article/12,6/21/2023,Seremban,Banks Collaborate on Anti-Scam Information Sharing Platform,A consortium of Malaysian banks launches a platform to share real-time information on emerging scam tactics and fraudulent accounts.,0,News & Reporting,legit,0,Seremban
#0452,http://example.com/news/article/13,7/4/2023,Subang Jaya,Deepfake Technology Poses New Threat in Extortion Scams,Authorities warn of scams using AI-generated deepfake videos and audio to impersonate individuals for extortion purposes.,0,News & Reporting,legit,0,Subang Jaya
#0453,http://example.com/news/article/14,7/18/2023,Iskandar Puteri,"International Cooperation Key to Busting Scam Syndicates, Says Interpol",Interpol emphasizes the need for cross-border collaboration among law enforcement agencies to combat transnational scam operations.,0,News & Reporting,legit,0,Iskandar Puteri
#0454,http://example.com/news/article/15,8/9/2023,Putrajaya,"MCMC Blocks Over 5,000 Scam-Related Websites in Six Months",The Malaysian Communications and Multimedia Commission reports on its successful effort to block thousands of fraudulent websites.,0,News & Reporting,legit,0,Putrajaya
#0455,http://example.com/news/article/16,8/23/2023,Taiping,Opinion: Why Financial Literacy is the Best Defense Against Scams,An opinion piece argues that improving public financial literacy is the most effective long-term strategy against fraud.,0,News & Reporting,legit,0,Taiping
#0456,http://example.com/news/article/17,9/1/2023,Miri,Scam Alert: Fake Utility Bills Being Sent via Email,Energy provider Sarawak Energy issues an alert regarding fake electricity bills sent to customers via email to steal credentials.,0,News & Reporting,legit,0,Miri
#0457,http://example.com/news/article/18,9/15/2023,Kangar,Police Advise Public on Securing Social Media Accounts,Following a series of account takeovers,,Perlis,legit,0,Kangar
#0458,http://example.com/news/article/19,10/6/2023,Kuala Terengganu,The Role of Telcos in Preventing SMS Scams,A report examines the responsibilities and measures telecom companies can take to filter and block malicious SMS messages.,0,News & Reporting,legit,0,Kuala Terengganu
#0459,http://example.com/news/article/20,10/20/2023,Kota Bharu,Charity Organization Warns of Fake Donation Drives,A well-known charity warns the public about fraudulent fundraisers using its name to solicit money online.,0,News & Reporting,legit,0,Kota Bharu
#0460,http://example.com/news/article/21,11/3/2023,Klang,Case Study: Anatomy of a Macau Scam Operation,Authorities provide a detailed breakdown of how a recently busted Macau Scam syndicate operated,,Selangor,legit,0,Klang
#0461,http://example.com/news/article/22,11/17/2023,Cyberjaya,Tech Forum Discusses Future of Digital Identity to Combat Fraud,Experts at a tech forum in Cyberjaya discuss how blockchain and digital identity solutions could prevent identity-theft scams.,0,News & Reporting,legit,0,Cyberjaya
#0462,http://example.com/news/article/23,12/8/2023,George Town,NSRC Reports Success in Freezing Stolen Funds,The National Scam Response Centre reports it has successfully helped freeze millions of ringgit in stolen funds in its first year.,0,News & Reporting,legit,0,George Town
#0463,http://example.com/news/article/24,12/22/2023,Kuala Lumpur,Holiday Season Sees Spike in E-Commerce Scam Warnings,Consumer protection groups issue warnings about fake online stores and too-good-to-be-true deals during the holiday shopping season.,0,News & Reporting,legit,0,Kuala Lumpur
#0464,http://example.com/news/article/25,1/14/2022,Johor Bahru,New Law Proposed to Hold 'Mule Account' Holders Accountable,The government is considering new legislation to impose stricter penalties on individuals who rent out their bank accounts to scammers.,0,News & Reporting,legit,0,Johor Bahru
#0465,http://example.com/news/article/26,2/11/2022,Ipoh,Retired Teacher Becomes Anti-Scam Advocate After Near-Miss,A retired teacher shares her story of almost falling for a scam to educate her local community on red flags.,0,News & Reporting,legit,0,Ipoh
#0466,http://example.com/news/article/27,3/18/2022,Shah Alam,How Scammers Use Social Engineering to Gain Trust,A behavioral psychologist explains the social engineering tactics that make scams so effective,,Selangor,legit,0,Shah Alam
#0467,http://example.com/news/article/28,4/15/2022,Kuching,Report Shows Scammers Increasingly Targeting Gig Economy Workers,A study reveals that freelance and gig economy workers are a growing target for scams involving fake clients and payment fraud.,0,News & Reporting,legit,0,Kuching
#0468,http://example.com/news/article/29,5/13/2022,Melaka,Historical Society Warns of Fake Antique Scams,The Melaka Historical Society issues a notice about scams involving the sale of counterfeit historical artifacts to tourists.,0,News & Reporting,legit,0,Melaka
#0469,http://example.com/news/article/30,6/10/2022,Kuantan,Infographic: Top 5 Scams in Malaysia Last Year,A news agency releases an infographic detailing the five most prevalent types of scams reported in the previous year.,0,News & Reporting,legit,0,Kuantan
#0470,http://example.com/news/article/31,7/8/2022,Alor Setar,PDRM Launches Official WhatsApp Channel for Scam Alerts,The Royal Malaysia Police creates an official WhatsApp channel to disseminate real-time alerts and information on active scams.,0,News & Reporting,legit,0,Alor Setar
#0471,http://example.com/news/article/32,8/12/2022,Seremban,University Study on the Economic Impact of Online Scams,A local university publishes research on the significant,,3,legit,0,Seremban
#0472,http://example.com/news/article/33,9/9/2022,Kota Kinabalu,Tourism Board Cautions Visitors About Unlicensed Tour Operators,The Sabah Tourism Board advises tourists to book through licensed operators to avoid scams and ensure their safety.,0,News & Reporting,legit,0,Kota Kinabalu
#0473,http://example.com/news/article/34,10/14/2022,Petaling Jaya,Ethical Hackers Demonstrate How Phishing Scams Work,At a cybersecurity conference,,Selangor,legit,0,Petaling Jaya
#0474,http://example.com/news/article/35,11/11/2022,Putrajaya,Government Portal for Reporting Scams Gets an Upgrade,The official government portal for reporting scams is updated with a more user-friendly interface and faster processing times.,0,News & Reporting,legit,0,Putrajaya
#0475,http://example.com/news/article/36,12/9/2022,Kuala Lumpur,Financial Planner Offers Tips to Avoid Year-End Scams,A financial planner provides advice on how to protect finances from scams that typically increase during the festive season.,0,News & Reporting,legit,0,Kuala Lumpur
#0476,http://example.com/news/article/37,1/30/2024,George Town,Podcast Series Launched to Dissect Famous Scams,A new podcast series gains popularity by doing deep dives into the mechanics of famous historical and recent scams.,0,News & Reporting,legit,0,George Town
#0477,http://example.com/news/article/38,2/27/2024,Klang,Local Businesses Team Up for Anti-Fraud Workshop,A group of local business owners in Klang organizes a workshop to train their staff on how to identify and handle fraudulent transactions.,0,News & Reporting,legit,0,Klang
#0478,http://example.com/news/article/39,3/14/2024,Johor Bahru,Police Commend Bank Teller for Preventing Scam,A bank teller in Johor Bahru is publicly commended by the police for successfully intervening and stopping a customer from losing money to a scam.,0,News & Reporting,legit,0,Johor Bahru
#0479,http://example.com/news/article/40,4/28/2024,Kuala Lumpur,Study: Younger Generations More Prone to Online Shopping Scams,Contrary to popular belief,,Kuala Lumpur,legit,0,Kuala Lumpur
#0480,http://example.com/news/article/41,5/20/2024,Putrajaya,Malaysia and Singapore to Form Joint Task Force on Cross-Border Scams,The two nations agree to enhance collaboration,,2,legit,0,Putrajaya
#0481,http://example.com/news/article/42,5/28/2024,Cyberjaya,AI Ethics Panel Discusses Regulation of Deepfake Technology,A national panel on AI ethics convenes to discuss the need for regulations to prevent the malicious use of deepfake technology in scams.,0,News & Reporting,legit,0,Cyberjaya
#0482,http://example.com/news/article/43,6/12/2024,Kuala Lumpur,New Documentary Exposes Inner Workings of Call Center Scams,A locally produced documentary provides an in-depth look at the recruitment and operation of fraudulent call centers in the region.,0,News & Reporting,legit,0,Kuala Lumpur
#0483,http://example.com/news/article/44,6/25/2024,Labuan,Financial Authority Issues Alert on Unlicensed Crypto Platforms,The Labuan Financial Services Authority warns investors against using unregulated cryptocurrency exchanges known for 'rug pull' scams.,0,News & Reporting,legit,0,Labuan
#0484,http://example.com/news/article/45,7/8/2024,Sibu,Telcos Implement Stricter SMS Header Registration to Fight Spoofing,Telecommunication companies enforce new rules for SMS header registration (e.g.,,Sarawak,legit,0,Sibu
#0485,http://example.com/news/article/46,7/22/2024,Butterworth,Analysis: The Link Between Data Breaches and Phishing Scams,A cybersecurity analyst explains how personal information stolen from data breaches is weaponized by criminals for targeted phishing attacks.,0,News & Reporting,legit,0,Butterworth
#0486,http://example.com/news/article/47,8/5/2024,Kuala Lumpur,ASEAN Police Chiefs Agree on United Front Against Online Fraud,Leaders of national police forces across ASEAN commit to a unified strategy for combating the growing threat of online scams.,0,News & Reporting,legit,0,Kuala Lumpur
#0487,http://example.com/news/article/48,8/19/2024,Muar,High School Curriculum to Include Digital Literacy and Scam Awareness,The Ministry of Education announces a pilot program to integrate digital citizenship and scam awareness modules into the secondary school curriculum.,0,News & Reporting,legit,0,Muar
#0488,http://example.com/news/article/49,9/3/2024,Sandakan,Wildlife Protection Group Warns of Online Pet Scams,A conservation NGO alerts the public to fraudulent online listings for exotic pets,,Sabah,legit,0,Sandakan
#0489,http://example.com/news/article/50,9/18/2024,Kluang,Guide: How to Secure Your E-Wallet from Unauthorized Access,A personal finance website publishes a step-by-step guide for users on how to protect their e-wallet accounts with stronger security settings.,0,News & Reporting,legit,0,Kluang
#0490,http://example.com/news/article/51,10/7/2024,Ampang Jaya,Police Dismantle Syndicate Creating and Selling Fake IDs for Scams,Authorities raid a facility that was producing high-quality fake identification documents used to open mule bank accounts.,0,News & Reporting,legit,0,Ampang Jaya
#0491,http://example.com/news/article/52,10/21/2024,Langkawi,Tourism Association Launches 'Safe Travel' Campaign Against Scams,The Langkawi Tourism Association initiates a campaign to educate tourists on common scams,,Kedah,legit,0,Langkawi
#0492,http://example.com/news/article/53,11/4/2024,Rawang,Report on the Effectiveness of 'Kill Switch' for Bank Accounts,A consumer group releases a report evaluating the implementation and public awareness of the 'kill switch' feature for freezing bank accounts.,0,News & Reporting,legit,0,Rawang
#0493,http://example.com/news/article/54,11/18/2024,Bintulu,Scammers Targeting Job Seekers in Oil and Gas Industry,Police issue a warning about sophisticated job scams offering non-existent high-paying positions in the oil and gas sector in Bintulu.,0,News & Reporting,legit,0,Bintulu
#0494,http://example.com/news/article/55,12/2/2024,Seremban,Court Sets Precedent with Harsher Sentence for Money Mule,A landmark court ruling imposes a significantly harsher sentence on a money mule,,Negeri Sembilan,legit,0,Seremban
#0495,http://example.com/news/article/56,12/16/2024,Kuala Lumpur,Year-in-Review: The Biggest Scam Trends of 2024,Major news outlets publish year-end analyses on the most significant and damaging scam trends observed throughout 2024.,0,News & Reporting,legit,0,Kuala Lumpur
#0496,http://example.com/news/article/57,1/13/2025,Ipoh,Expert Opinion: The Future of Scams in the Age of VR and Metaverse,A tech futurist discusses potential new scam vectors that could emerge as virtual reality and metaverse platforms become more mainstream.,0,News & Reporting,legit,0,Ipoh
#0497,http://example.com/news/article/58,1/27/2025,Johor Bahru,Check My CC: New Online Portal to Verify Companies Launches,The Companies Commission of Malaysia (SSM) launches a new,,Johor,legit,0,Johor Bahru
#0498,http://example.com/news/article/59,2/10/2025,Kuantan,PDRM Collaborates with Universities on Scam Prevention Research,The Royal Malaysia Police partners with local universities to conduct research into the sociological factors that make people vulnerable to scams.,0,News & Reporting,legit,0,Kuantan
#0499,http://example.com/news/article/60,2/24/2025,Kota Bharu,Religious Bodies Issue Warnings Against Fake Pilgrimage Packages,Islamic religious authorities warn the public about fraudulent travel agents offering impossibly cheap Hajj and Umrah packages.,0,News & Reporting,legit,0,Kota Bharu
#0500,http://example.com/news/article/61,3/9/2025,Melaka,How Scammers Exploit Public Wi-Fi to Steal Information,A cybersecurity awareness campaign highlights the dangers of using unsecured public Wi-Fi and how scammers can intercept data.,0,News & Reporting,legit,0,Melaka
#0501,http://example.com/news/article/62,3/24/2025,Shah Alam,Investigation into Ad Networks Displaying Scam Advertisements,Authorities launch an investigation into digital advertising networks that are failing to prevent malicious and fraudulent ads from being shown to users.,0,News & Reporting,legit,0,Shah Alam
#0502,http://example.com/news/article/63,1/16/2023,George Town,Banks to Phase Out SMS One-Time Passwords (OTPs),Bank Negara Malaysia directs all banks to move away from SMS OTPs to more secure authentication methods to combat phishing.,0,News & Reporting,legit,0,George Town
#0503,http://example.com/news/article/64,2/20/2023,Petaling Jaya,The Rise of 'Pig Butchering' Investment Scams,A detailed report explains the methodology of 'pig butchering' scams,,Selangor,legit,0,Petaling Jaya
#0504,http://example.com/news/article/65,3/13/2023,Kuching,Community Leaders Trained to be Anti-Scam Ambassadors,A program is launched to train local community leaders in Sarawak to act as first-line advisors for residents who suspect they are being scammed.,0,News & Reporting,legit,0,Kuching
#0505,http://example.com/news/article/66,4/17/2023,Kota Kinabalu,Scam Alert: Fake Census and Government Survey Officers,The Department of Statistics warns of imposters pretending to be government officers to gain access to homes and personal information.,0,News & Reporting,legit,0,Kota Kinabalu
#0506,http://example.com/news/article/67,5/22/2023,Kuala Terengganu,Local Filmmaker Wins Award for Short Film on Romance Scams,A short film depicting the emotional and financial toll of a romance scam wins an award at a local film festival,,Terengganu,legit,0,Kuala Terengganu
#0507,http://example.com/news/article/68,6/19/2023,Alor Setar,Farmers Warned of Agricultural Subsidy Scams,The Ministry of Agriculture issues a notice to farmers about fraudulent individuals claiming to be able to fast-track government subsidy applications for a fee.,0,News & Reporting,legit,0,Alor Setar
#0508,http://example.com/news/article/69,7/17/2023,Kangar,How to Interpret Your Bank's Scam Alert Notifications,A bank releases a guide to help customers understand the different types of scam alert notifications they might receive via app or SMS.,0,News & Reporting,legit,0,Kangar
#0509,http://example.com/news/article/70,8/21/2023,Kuala Lumpur,Public-Private Partnership for Scam Data Analysis Centre,A new data analysis centre,,3,legit,0,Kuala Lumpur
#0510,http://example.com/news/article/71,9/11/2023,Ipoh,Scammers Use AI Voice Cloning in New 'Emergency' Scam Tactic,Police report on an emerging scam where criminals use AI to clone a person's voice to call family members and fake an emergency.,0,News & Reporting,legit,0,Ipoh
#0511,http://example.com/news/article/72,10/16/2023,Johor Bahru,Cross-Agency Drills Simulate Response to Major Cyber Scam Attack,Malaysian law enforcement,,4,legit,0,Johor Bahru
#0512,http://example.com/news/article/73,11/20/2023,George Town,University Develops App to Detect Malicious Android Packages (APKs),Computer science students at a local university develop a mobile app that can scan and detect suspicious APK files commonly used in scams.,0,News & Reporting,legit,0,George Town
#0513,http://example.com/news/article/74,12/18/2023,Klang,Logistics Companies Combat Parcel-on-Hold Scam with New Tracking Features,Major courier services introduce enhanced tracking features and direct communication channels within their apps to fight 'parcel-on-hold' phishing scams.,0,News & Reporting,legit,0,Klang
#0514,http://example.com/news/article/75,4/7/2025,Putrajaya,Annual National Scam Awareness Month Kicks Off,The government launches the annual National Scam Awareness Month with a series of roadshows,,2,legit,0,Putrajaya
#0515,http://example.com/news/article/76,4/21/2025,Cyberjaya,White Paper on Regulating AI for Public Safety Published,A government-commissioned white paper is published,,Selangor,legit,0,Cyberjaya
#0516,http://example.com/news/article/77,5/5/2025,Kuala Lumpur,Central Bank's Annual Report Details Progress in Fighting Financial Scams,Bank Negara Malaysia's annual report for the previous year details the statistical success of new anti-scam measures and policies.,0,News & Reporting,legit,0,Kuala Lumpur
#0517,http://example.com/news/article/78,5/19/2025,Batu Pahat,Community Theatre Group Stages Play About Job Scams,A local theatre group in Batu Pahat uses a stage play to educate the community about the dangers and red flags of overseas job scams.,0,News & Reporting,legit,0,Batu Pahat
#0518,http://example.com/news/article/79,6/2/2025,Miri,Scammers Target Gamers with Fake 'Limited Edition' In-Game Items,Cybersecurity firm warns the gaming community of scams involving fake websites and sellers offering non-existent rare or limited-edition virtual items.,0,News & Reporting,legit,0,Miri
#0519,http://example.com/news/article/80,6/10/2025,Johor Bahru,Police Chief: Public Awareness is Our Strongest Weapon,The Johor Police Chief holds a press conference stating that while enforcement is crucial,,Johor,legit,0,Johor Bahru
#0520,http://example.com/news/article/81,1/20/2024,Shah Alam,Review of Anti-Scam Hotline Effectiveness Published by Consumer Group,A consumer advocacy group releases a detailed review on the responsiveness and success rate of the National Scam Response Centre hotline.,0,News & Reporting,legit,0,Shah Alam
#0521,http://example.com/news/article/82,2/15/2024,Melaka,Scam Alert: Fake Hotel Booking Websites Target Tourists,The Malaysian Association of Hotels warns tourists about fraudulent websites that mimic legitimate hotel booking pages to steal credit card details.,0,News & Reporting,legit,0,Melaka
#0522,http://example.com/news/article/83,3/22/2024,Putrajaya,Government Considers 'Scam Score' for Phone Numbers,Authorities are exploring a system that would assign a risk score to phone numbers based on reported scam activity.,0,News & Reporting,legit,0,Putrajaya
#0523,http://example.com/news/article/84,4/18/2024,Kuala Lumpur,Psychological Profile of a Romance Scammer Revealed by Researchers,University researchers publish a study detailing the common psychological traits and manipulation tactics used by romance scammers.,0,News & Reporting,legit,0,Kuala Lumpur
#0524,http://example.com/news/article/85,5/30/2024,George Town,Art Galleries Warn of Forgery Scams Targeting New Collectors,Penang art galleries issue a joint statement to caution new art collectors about sophisticated scams involving forged paintings by local artists.,0,News & Reporting,legit,0,George Town
#0525,http://example.com/news/article/86,6/18/2024,Johor Bahru,Police Commend E-commerce Platform's Proactive Anti-Fraud System,An e-commerce giant is praised by local police for its new AI system that proactively flags and removes scam listings from its platform.,0,News & Reporting,legit,0,Johor Bahru
#0526,http://example.com/news/article/87,7/25/2024,Ipoh,The Economics of Scamming: A Look at the Illicit Industry's ROI,A financial news outlet analyzes the scamming industry from a business perspective,,Perak,legit,0,Ipoh
#0527,http://example.com/news/article/88,8/28/2024,Kuching,Social Media Influencers Enlisted for Scam Awareness Campaign,MCMC partners with popular social media influencers to spread scam awareness messages to a younger demographic.,0,News & Reporting,legit,0,Kuching
#0528,http://example.com/news/article/89,9/21/2024,Kota Kinabalu,Report on Scammer Recruitment Tactics in Southeast Asia,An international NGO releases a report exposing how human traffickers lure and force individuals into working in scam centers.,0,News & Reporting,legit,0,Kota Kinabalu
#0529,http://example.com/news/article/90,10/19/2024,Kuantan,Telcos Report 60% Drop in Impersonation Scams After New Protocols,Telecommunication companies report a significant decrease in scams impersonating officials since implementing stricter caller ID verification.,0,News & Reporting,legit,0,Kuantan
#0530,http://example.com/news/article/91,11/25/2024,Seremban,How to Educate Elderly Relatives About Online Dangers,A family-focused magazine provides a gentle,,Negeri Sembilan,legit,0,Seremban
#0531,http://example.com/news/article/92,12/20/2024,Kuala Lumpur,Analysis: Are 'Too Good to Be True' Deals Always a Scam?,A consumer rights columnist explores the fine line between an exceptional bargain and a fraudulent offer,,Kuala Lumpur,legit,0,Kuala Lumpur
#0532,http://example.com/news/article/93,1/29/2025,Kuala Lumpur,Malaysia Hosts International Anti-Scam Symposium,Law enforcement and cybersecurity experts from over 20 countries gather in Kuala Lumpur to share strategies and intelligence on combating global fraud.,0,News & Reporting,legit,0,Kuala Lumpur
#0533,http://example.com/news/article/94,2/18/2025,Putrajaya,New Bill Proposes Mandatory Reimbursement by Banks for Scam Victims,A new parliamentary bill is proposed that would require financial institutions to reimburse victims of certain types of unauthorized transactions.,0,News & Reporting,legit,0,Putrajaya
#0534,http://example.com/news/article/95,3/27/2025,Cyberjaya,Tech Firm Launches Free Tool to Check for Malicious Links,A Cyberjaya-based startup releases a free browser extension that automatically checks links in emails and websites against a known scam database.,0,News & Reporting,legit,0,Cyberjaya
#0535,http://example.com/news/article/96,4/24/2025,George Town,The Role of Cryptocurrency Mixers in Money Laundering for Scams,A detailed investigative piece shows how criminals use cryptocurrency 'mixers' to obscure the trail of funds stolen through scams.,0,News & Reporting,legit,0,George Town
#0536,http://example.com/news/article/97,5/22/2025,Johor Bahru,Police Unveil New High-Tech Digital Forensics Lab,The Johor contingent of the PDRM inaugurates a new digital forensics lab dedicated to tracing cybercriminals and analyzing scam-related data.,0,News & Reporting,legit,0,Johor Bahru
#0537,http://example.com/news/article/98,6/5/2025,Kuala Lumpur,BNM Issues Guidelines on Secure Use of Contactless Payments,Bank Negara Malaysia releases official guidelines for consumers and merchants on the safe use of contactless card payments to prevent fraud.,0,News & Reporting,legit,0,Kuala Lumpur
#0538,http://example.com/news/article/99,1/30/2023,Petaling Jaya,Debunking Common Myths About Scams and Victims,A sociologist writes an article debunking common misconceptions,,1,legit,0,Petaling Jaya
#0539,http://example.com/news/article/100,2/25/2023,Miri,Scam Alert: Fake Scholarships Requiring 'Processing Fees',Educational authorities in Sarawak warn students and parents about fraudulent scholarship offers that require an upfront fee to apply.,0,News & Reporting,legit,0,Miri
#0540,http://example.com/news/article/101,3/28/2023,Alor Setar,Case Study: How a Coordinated Takedown Dismantled a Phishing Ring,Police provide a step-by-step account of a successful operation that led to the arrest of a syndicate specializing in phishing scams.,0,News & Reporting,legit,0,Alor Setar
#0541,http://example.com/news/article/102,4/26/2023,Kota Bharu,'Check Before You Share': Campaign Against Disinformation and Scams,A government campaign is launched to encourage citizens to verify information before sharing,,Kelantan,legit,0,Kota Bharu
#0542,http://example.com/news/article/103,5/24/2023,Taiping,How to Identify and Report Scam-Related Apps on App Stores,A tech guide explains the tell-tale signs of a fraudulent mobile application and how to properly report it to Google Play Store and Apple App Store.,0,News & Reporting,legit,0,Taiping
#0543,http://example.com/news/article/104,6/28/2023,Kuala Terengganu,Report Details Scammers' Use of Social Media Ads to Target Victims,A research paper details how scam syndicates use the sophisticated ad targeting tools of social media platforms to find vulnerable individuals.,0,News & Reporting,legit,0,Kuala Terengganu
#0544,http://example.com/news/article/105,7/27/2023,Subang Jaya,Neighborhood Watch Groups Incorporate Anti-Scam Patrols,Residents in a Subang Jaya community add sharing information about local scam attempts to their neighborhood watch duties.,0,News & Reporting,legit,0,Subang Jaya
#0545,http://example.com/news/article/106,8/30/2023,Iskandar Puteri,Legoland Malaysia Issues Warning on Fake Ticket Promotions,The theme park management warns the public about unauthorized third-party sellers offering fraudulent discount tickets online.,0,News & Reporting,legit,0,Iskandar Puteri
#0546,http://example.com/news/article/107,9/26/2023,Bintulu,The Environmental Impact of E-Waste from Scam Operations,An environmental group highlights the often-overlooked problem of electronic waste generated by seized equipment from dismantled scam centers.,0,News & Reporting,legit,0,Bintulu
#0547,http://example.com/news/article/108,10/25/2023,Kangar,Police Chief Praises Public Vigilance as Key to Recent Arrests,The Perlis Chief of Police credits an increase in public reports and vigilance for the successful capture of several wanted money mules.,0,News & Reporting,legit,0,Kangar
#0548,http://example.com/news/article/109,11/29/2023,Langkawi,A Guide to Avoiding Vehicle Rental Scams for Tourists,The tourism board releases an advisory with tips for tourists on how to avoid scams when renting cars or motorcycles on the island.,0,News & Reporting,legit,0,Langkawi
#0549,http://example.com/news/article/110,12/27/2023,Klang,Metal Recycling Association Warns of Investment Scams,An industry association warns potential investors about fraudulent schemes promising unrealistic returns on investments in precious metals.,0,News & Reporting,legit,0,Klang
#0550,http://example.com/news/article/111,1/24/2024,Butterworth,Banks Enhance Real-Time Fraud Detection with Machine Learning,A consortium of banks announces an upgrade to their shared fraud detection system,,Penang,legit,0,Butterworth
#0551,http://example.com/news/article/112,2/28/2024,Muar,Infographic: The Life Cycle of a Stolen Personal Profile,A news agency creates an infographic showing how a stolen digital identity is used and resold on the dark web for various fraudulent activities.,0,News & Reporting,legit,0,Muar
#0552,http://example.com/news/article/113,3/15/2024,Sandakan,Education Campaign on SIM-Swap Fraud Launched by Telcos,Mobile service providers launch a joint campaign to educate customers on the dangers of SIM-swap fraud and how to protect their phone numbers.,0,News & Reporting,legit,0,Sandakan
#0553,http://example.com/news/article/114,4/30/2024,Kluang,"The Importance of Reporting a Scam, Even if No Money Was Lost",Law enforcement officials stress the importance of reporting all scam attempts,,Johor,legit,0,Kluang
#0554,http://example.com/news/article/115,5/15/2024,Ampang Jaya,Financial Planners Offer Pro-Bono Clinics on Scam Prevention,A group of certified financial planners offers free clinics to the public on how to identify fraudulent investment opportunities.,0,News & Reporting,legit,0,Ampang Jaya
#0555,http://example.com/news/article/116,6/29/2024,Rawang,Factory Owners Alerted to Business Email Compromise (BEC) Scams,A manufacturing association warns members about a rise in BEC scams,,Selangor,legit,0,Rawang
#0556,http://example.com/news/article/117,7/15/2024,Labuan,Guide to Due Diligence for Offshore Investments,The Labuan FSA publishes a guide for investors on conducting proper due diligence to avoid fraudulent offshore investment schemes.,0,News & Reporting,legit,0,Labuan
#0557,http://example.com/news/article/118,8/14/2024,Sibu,Book Published on the History of Scams in Malaysia,A local historian publishes a book detailing famous scams throughout Malaysian history,,Sarawak,legit,0,Sibu
#0558,http://example.com/news/article/119,9/12/2024,Seremban,Employers Warned of Payroll Diversion Scams,Police advise companies to implement multi-step verification for changes to employee bank account details to prevent payroll diversion scams.,0,News & Reporting,legit,0,Seremban
#0559,http://example.com/news/article/120,10/30/2024,Kuala Lumpur,Global Index Ranks Malaysia's Efforts in Combating Cybercrime,An international cybersecurity index is released,,Kuala Lumpur,legit,0,Kuala Lumpur
#0560,http://example.com/news/article/121,1/22/2025,Putrajaya,National Digital ID Program Aims to Reduce Impersonation Fraud,The government provides an update on the National Digital ID initiative,,Putrajaya,legit,0,Putrajaya
